"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"DEST","Destination Maternity Corporation","2.4","34674057.6","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/dest",
"DXLG","Destination XL Group, Inc.","2.27","112316919.13","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/dxlg",
"DSWL","Deswell Industries, Inc.","3.03","48132274.17","n/a","1995","Consumer Non-Durables","Plastic Products","https://www.nasdaq.com/symbol/dswl",
"DTRM","Determine, Inc. ","0.4601","6927606.9942","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/dtrm",
"DKT","Deutsch Bk Contingent Cap Tr V","25.24","0","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/dkt",
"DB","Deutsche Bank AG","8.8","18171120000","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/db",
"DXB","Deutsche Bank AG","23.72","0","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/dxb",
"DVN","Devon Energy Corporation","25.84","12098288000","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/dvn",
"DXCM","DexCom, Inc.","120.66","10719958667.7","n/a","2005","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/dxcm",
"DFBH","DFB Healthcare Acquisitions Corp.","9.82","306875000","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/dfbh",
"DFBHU","DFB Healthcare Acquisitions Corp.","10.1","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/dfbhu",
"DFBHW","DFB Healthcare Acquisitions Corp.","1.23","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/dfbhw",
"DGSE","DGSE Companies, Inc.","0.4349","11709413.2969","n/a","n/a","Consumer Services","Consumer Specialties","https://www.nasdaq.com/symbol/dgse",
"DHX","DHI Group, Inc.","1.61","85153629.33","n/a","2007","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/dhx",
"DHT","DHT Holdings, Inc.","4.19","601652755.17","n/a","2005","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/dht",
"DHXM","DHX Media Ltd.","2.14","288620383.32","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dhxm",
"DEO","Diageo plc","141.39","86000837376.24","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/deo",
"DMAC","DiaMedica Therapeutics Inc.","3.54","27813337.5","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/dmac",
"DHIL","Diamond Hill Investment Group, Inc.","153.13","537722273.33","n/a","n/a","Finance","Investment Managers","https://www.nasdaq.com/symbol/dhil",
"DO","Diamond Offshore Drilling, Inc.","10.33","1419700471.66","n/a","1995","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/do",
"FANG","Diamondback Energy, Inc.","92.71","15212341487.88","n/a","2012","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/fang",
"DRH","Diamondrock Hospitality Company","9.91","2060495564.04","n/a","2005","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/drh",
"DCIX","Diana Containerships Inc.","0.71","10268894.01","n/a","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/dcix",
"DSX","Diana Shipping inc.","3.25","350775805.25","n/a","2005","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/dsx",
"DSX^B","Diana Shipping inc.","23.63","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dsx^b",
"DRNA","Dicerna Pharmaceuticals, Inc.","12.15","762193095.3","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/drna",
"DKS","Dick&#39;s Sporting Goods Inc","34.6","3401280547.6","n/a","2002","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/dks",
"DBD","Diebold Nixdorf Incorporated","2.73","207819246.18","n/a","n/a","Miscellaneous","Office Equipment/Supplies/Services","https://www.nasdaq.com/symbol/dbd",
"DFFN","Diffusion Pharmaceuticals Inc.","2.86","9656014.94","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/dffn",
"DGII","Digi International Inc.","11.24","308743714.48","n/a","1989","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/dgii",
"DMRC","Digimarc Corporation","18.11","215263500.84","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/dmrc",
"DRAD","Digirad Corporation","0.6129","12399351.9012","n/a","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/drad",
"DGLY","Digital Ally, Inc.","2.64","27521345.28","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/dgly",
"DLR","Digital Realty Trust, Inc.","114.32","23582160869.36","n/a","2004","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/dlr",
"DLR^C","Digital Realty Trust, Inc.","25.73","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dlr^c",
"DLR^G","Digital Realty Trust, Inc.","23.23","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dlr^g",
"DLR^H","Digital Realty Trust, Inc.","25.19","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dlr^h",
"DLR^I","Digital Realty Trust, Inc.","25.44","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dlr^i",
"DLR^J","Digital Realty Trust, Inc.","20.83","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dlr^j",
"APPS","Digital Turbine, Inc.","2","155313052","n/a","n/a","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/apps",
"DDS","Dillard&#39;s, Inc.","61.5","1632462150","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/dds",
"DDT","Dillard&#39;s, Inc.","26.26","0","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/ddt",
"DCOM","Dime Community Bancshares, Inc.","16.9","615925637.6","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/dcom",
"DIN","Dine Brands Global, Inc.","82.05","1453305209.7","n/a","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/din",
"DIOD","Diodes Incorporated","32.5","1632177722.5","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/diod",
"DPLO","Diplomat Pharmacy, Inc.","14.32","1066477374.64","n/a","2014","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/dplo",
"DFS","Discover Financial Services","61.82","20769336084.86","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/dfs",
"DISCA","Discovery, Inc.","27.97","14642301349.19","n/a","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/disca",
"DISCB","Discovery, Inc.","33.5","17537257604.5","n/a","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/discb",
"DISCK","Discovery, Inc.","26.02","13621475906.54","n/a","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/disck",
"DISH","DISH Network Corporation","30.65","14334204636.55","n/a","1995","Consumer Services","Television Services","https://www.nasdaq.com/symbol/dish",
"DVCR","Diversicare Healthcare Services Inc.","3.1","20205840.3","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/dvcr",
"SAUC","Diversified Restaurant Holdings, Inc.","0.85","27690353.95","n/a","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/sauc",
"DNI","Dividend and Income Fund","10.1","124746796.8","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dni",
"DLHC","DLH Holdings Corp.","4.72","56165611.68","n/a","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/dlhc",
"BOOM","DMC Global Inc.","35.18","524130742.74","n/a","n/a","Capital Goods","Industrial Specialties","https://www.nasdaq.com/symbol/boom",
"DNBF","DNB Financial Corp","32.42","139909093.56","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/dnbf",
"DSS","Document Security Systems, Inc.","0.801","13467704.013","n/a","n/a","Consumer Durables","Containers/Packaging","https://www.nasdaq.com/symbol/dss",
"DOCU","DocuSign, Inc.","42.89","7087601021.85","n/a","1989","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/docu",
"DOGZ","Dogness (International) Corporation","3.98","103112387.3","n/a","2017","Consumer Durables","Miscellaneous manufacturing industries","https://www.nasdaq.com/symbol/dogz",
"DLB","Dolby Laboratories","66.17","6832918731.47","n/a","2005","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/dlb",
"DG","Dollar General Corporation","104.98","27597597068.38","n/a","2009","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/dg",
"DLTR","Dollar Tree, Inc.","85.86","20432100851.46","n/a","1995","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/dltr",
"DLPN","Dolphin Entertainment, Inc.","1.1","15535472.7","n/a","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/dlpn",
"DLPNW","Dolphin Entertainment, Inc.","0.0801","0","n/a","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/dlpnw",
"DM","Dominion Energy Midstream Partners, LP","19.36","2451123929.76","n/a","2014","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/dm",
"D","Dominion Energy, Inc.","76.92","50495934004.92","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/d",
"DCUD","Dominion Energy, Inc.","49.69","0","n/a","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/dcud",
"DRUA","Dominion Energy, Inc.","22.08","0","n/a","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/drua",
"DPZ","Domino&#39;s Pizza Inc","249.01","10357484543.53","n/a","2004","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/dpz",
"DOMO","Domo, Inc.","21.97","578629821.9","n/a","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/domo",
"UFS","Domtar Corporation","38.65","2512292669.6","n/a","n/a","Basic Industries","Paper","https://www.nasdaq.com/symbol/ufs",
"DCI","Donaldson Company, Inc.","46.97","6007059245.88","n/a","n/a","Capital Goods","Pollution Control Equipment","https://www.nasdaq.com/symbol/dci",
"DGICA","Donegal Group, Inc.","14.14","401077960.92","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/dgica",
"DGICB","Donegal Group, Inc.","12.24","347184882.72","n/a","1986","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/dgicb",
"DFIN","Donnelley Financial Solutions, Inc.","15.4","525140000","n/a","2016","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/dfin",
"DMLP","Dorchester Minerals, L.P.","16.03","517444777.22","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/dmlp",
"LPG","Dorian LPG Ltd.","6.26","345344011.5","n/a","2014","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/lpg",
"DORM","Dorman Products, Inc.","86.03","2842972414.73","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/dorm",
"DSL","DoubleLine Income Solutions Fund","17.35","1759162841.85","n/a","2013","n/a","n/a","https://www.nasdaq.com/symbol/dsl",
"DBL","DoubleLine Opportunistic Credit Fund","18.45","275348907","n/a","2012","n/a","n/a","https://www.nasdaq.com/symbol/dbl",
"PLOW","Douglas Dynamics, Inc.","35.97","816554646.27","n/a","2010","Capital Goods","Construction/Ag Equipment/Trucks","https://www.nasdaq.com/symbol/plow",
"DEI","Douglas Emmett, Inc.","35.46","6026047436.16","n/a","2006","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/dei",
"DOVA","Dova Pharmaceuticals, Inc.","14.81","417702691.38","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/dova",
"DOV","Dover Corporation","76.32","11168109679.68","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/dov",
"DDE","Dover Downs Gaming & Entertainment Inc","2.38","79214039.8","n/a","n/a","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/dde",
"DVD","Dover Motorsports, Inc.","2.01","73670714.97","n/a","1996","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/dvd",
"DWDP","DowDuPont Inc.","52.78","121090188608.48","n/a","2017","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/dwdp",
"DPW","DPW Holdings, Inc.","0.15","11243725.8","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/dpw",
"RDY","Dr. Reddy&#39;s Laboratories Ltd","36.61","6078938824.77","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rdy",
"LYL","Dragon Victory International Limited","1.5001","17133233.1394","n/a","2017","Finance","Finance/Investors Services","https://www.nasdaq.com/symbol/lyl",
"DOTA","Draper Oakwood Technology Acquisition, Inc.","6.7","60383750","n/a","2017","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/dota",
"DOTAR","Draper Oakwood Technology Acquisition, Inc.","0.33","0","n/a","2017","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/dotar",
"DOTAU","Draper Oakwood Technology Acquisition, Inc.","10.25","0","n/a","2017","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/dotau",
"DOTAW","Draper Oakwood Technology Acquisition, Inc.","0.2339","0","n/a","2017","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/dotaw",
"DRD","DRDGOLD Limited","2.07","144160960.32","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/drd",
"DCF","Dreyfus Alcentra","7.98","119391764.52","n/a","2017","n/a","n/a","https://www.nasdaq.com/symbol/dcf",
"DHF","Dreyfus High Yield Strategies Fund","2.85","207216910.8","n/a","1998","n/a","n/a","https://www.nasdaq.com/symbol/dhf",
"DMB","Dreyfus Municipal Bond Infrastructure Fund, Inc.","12.07","221870510.67","n/a","2013","n/a","n/a","https://www.nasdaq.com/symbol/dmb",
"DMF","Dreyfus Municipal Income, Inc.","7.74","160576214.94","n/a","1988","n/a","n/a","https://www.nasdaq.com/symbol/dmf",
"DSM","Dreyfus Strategic Municipal Bond Fund, Inc.","7.09","350029464.31","n/a","1989","n/a","n/a","https://www.nasdaq.com/symbol/dsm",
"LEO","Dreyfus Strategic Municipals, Inc.","7.21","448430117.38","n/a","1987","n/a","n/a","https://www.nasdaq.com/symbol/leo",
"DRQ","Dril-Quip, Inc.","31.74","1135569629.34","n/a","1997","Energy","Metal Fabrications","https://www.nasdaq.com/symbol/drq",
"DS","Drive Shack Inc.","4.33","290227360.32","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/ds",
"DS^B","Drive Shack Inc.","25.58","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ds^b",
"DS^C","Drive Shack Inc.","24.805","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ds^c",
"DS^D","Drive Shack Inc.","24.9977","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ds^d",
"DBX","Dropbox, Inc.","22.6","9187432456","n/a","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/dbx",
"DCAR","DropCar, Inc.","0.3399","3301259.7156","n/a","n/a","Consumer Services","Telecommunications Equipment","https://www.nasdaq.com/symbol/dcar",
"DRYS","DryShips Inc.","6.03","563265200.43","n/a","2005","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/drys",
"DSPG","DSP Group, Inc.","11.2","248597977.6","n/a","1994","Technology","Semiconductors","https://www.nasdaq.com/symbol/dspg",
"DSW","DSW Inc.","23.32","1873746352.28","n/a","2005","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/dsw",
"DTE","DTE Energy Company","118.22","21507176337.28","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/dte",
"DTJ","DTE Energy Company","22.4","0","n/a","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/dtj",
"DTQ","DTE Energy Company","22.9683","0","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/dtq",
"DTV","DTE Energy Company","53.86","0","n/a","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/dtv",
"DTW","DTE Energy Company","21.82","0","n/a","2017","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/dtw",
"DTY","DTE Energy Company","24.94","0","n/a","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/dty",
"DCO","Ducommun Incorporated","38","433590526","n/a","n/a","Capital Goods","Military/Government/Technical","https://www.nasdaq.com/symbol/dco",
"DPG","Duff & Phelps Global Utility Income Fund Inc.","13.25","502569929.5","n/a","2011","n/a","n/a","https://www.nasdaq.com/symbol/dpg",
"DSE","Duff & Phelps Select MLP and Midstream Energy Fund","4.69","122918366.83","n/a","2014","n/a","n/a","https://www.nasdaq.com/symbol/dse",
"DNP","Duff & Phelps Utilities Income, Inc.","11.04","3203320109.28","n/a","1987","n/a","n/a","https://www.nasdaq.com/symbol/dnp",
"DTF","Duff & Phelps Utilities Tax-Free Income, Inc.","12.75","108638733.75","n/a","1991","n/a","n/a","https://www.nasdaq.com/symbol/dtf",
"DUC","Duff & Phelps Utility & Corporate Bond Trust, Inc.","8.15","224081666.45","n/a","1993","n/a","n/a","https://www.nasdaq.com/symbol/duc",
"DUK","Duke Energy Corporation","90.75","64693638388.5","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/duk",
"DUKB","Duke Energy Corporation","23.83","0","n/a","2018","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/dukb",
"DUKH","Duke Energy Corporation","22.79","0","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/dukh",
"DRE","Duke Realty Corporation","28.06","10054439726.36","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/dre",
"DLTH","Duluth Holdings Inc.","27.65","900805921.4","n/a","2015","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/dlth",
"DNB","Dun & Bradstreet Corporation (The)","143.8","5339472743.4","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/dnb",
"DNKN","Dunkin&#39; Brands Group, Inc.","69.44","5735559706.24","n/a","2011","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/dnkn",
"DXF","Dunxin Financial Holdings Limited","3.62","75416665.46","n/a","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/dxf",
"DRRX","DURECT Corporation","0.6901","111837411.3918","n/a","2000","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/drrx",
"DXC","DXC Technology Company","56.76","15899249127.96","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/dxc",
"DXPE","DXP Enterprises, Inc.","32.27","566992032.04","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/dxpe",
"DY","Dycom Industries, Inc.","53.92","1687520112.96","n/a","n/a","Basic Industries","Water Supply","https://www.nasdaq.com/symbol/dy",
"DLNG","Dynagas LNG Partners LP","3.79","134507100","n/a","n/a","Consumer Services","Marine Transportation","https://www.nasdaq.com/symbol/dlng",
"DLNG^A","Dynagas LNG Partners LP","21.6","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dlng^a",
"DLNG^B","Dynagas LNG Partners LP","21.441","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dlng^b",
"DYSL","Dynasil Corporation of America","0.85","14719969.35","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/dysl",
"DYNT","Dynatronics Corporation","2.6002","21292556.763","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/dynt",
"DVAX","Dynavax Technologies Corporation","10.62","665783496.36","n/a","2004","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/dvax",
"DX","Dynex Capital, Inc.","6.15","367086501.3","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/dx",
"DX^A","Dynex Capital, Inc.","25.7","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dx^a",
"DX^B","Dynex Capital, Inc.","23.74","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dx^b",
"ETFC","E*TRADE Financial Corporation","43.55","11072111106.55","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/etfc",
"DD^A","E.I. du Pont de Nemours and Company","79.25","0","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/dd^a",
"DD^B","E.I. du Pont de Nemours and Company","98.75","0","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/dd^b",
"ELF","e.l.f. Beauty, Inc.","9.9","477723123.9","n/a","2016","Consumer Non-Durables","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/elf",
"SSP","E.W. Scripps Company (The)","16.32","1316575281.6","n/a","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/ssp",
"EBMT","Eagle Bancorp Montana, Inc.","16.35","89559610.2","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ebmt",
"EGBN","Eagle Bancorp, Inc.","50.14","1722240007.36","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/egbn",
"EGLE","Eagle Bulk Shipping Inc.","4.71","341911211.94","n/a","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/egle",
"GRF","Eagle Capital Growth Fund, Inc.","7.399","27582665.509","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/grf",
"EFBI","Eagle Financial Bancorp, Inc.","15.4","25035903.2","n/a","2017","Finance","Savings Institutions","https://www.nasdaq.com/symbol/efbi",
"EGIF","Eagle Growth and Income Opportunities Fund","13.59","97588091.25","n/a","2015","n/a","n/a","https://www.nasdaq.com/symbol/egif",
"EXP","Eagle Materials Inc","61.24","2871505508.72","n/a","n/a","Capital Goods","Building Materials","https://www.nasdaq.com/symbol/exp",
"EGRX","Eagle Pharmaceuticals, Inc.","43.94","655284206.46","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/egrx",
"ECC           ","Eagle Point Credit Company Inc.","14.73","660205022.28","n/a","2014","n/a","n/a","https://www.nasdaq.com/symbol/ecc",
"ECCA","Eagle Point Credit Company Inc.","25.0476","0","n/a","2015","n/a","n/a","https://www.nasdaq.com/symbol/ecca",
"ECCB","Eagle Point Credit Company Inc.","25.63","0","n/a","2016","n/a","n/a","https://www.nasdaq.com/symbol/eccb",
"ECCX","Eagle Point Credit Company Inc.","23.8","0","n/a","2018","n/a","n/a","https://www.nasdaq.com/symbol/eccx",
"ECCY","Eagle Point Credit Company Inc.","24.88","0","n/a","2017","n/a","n/a","https://www.nasdaq.com/symbol/eccy",
"ESTE","Earthstone Energy, Inc.","5.92","379538759.84","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/este",
"EWBC","East West Bancorp, Inc.","44.6","6465187812.8","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ewbc",
"DEA","Easterly Government Properties, Inc.","17.46","1061896963.86","n/a","2015","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/dea",
"EML","Eastern Company (The)","23.24","145426345.12","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/eml",
"EGP","EastGroup Properties, Inc.","99.79","3596508138.93","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/egp",
"EMN","Eastman Chemical Company","71.5","10009378450.5","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/emn",
"KODK","Eastman Kodak Company","2.84","121343691.68","n/a","n/a","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/kodk",
"EAST","Eastside Distilling, Inc.","6.17","45122012.1","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/east",
"ETN","Eaton Corporation, PLC","70.58","30589372000","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/etn",
"EVM","Eaton Vance California Municipal Bond Fund","10.03","214585310.44","n/a","2002","n/a","n/a","https://www.nasdaq.com/symbol/evm",
"EIA","Eaton Vance California Municipal Bond Fund II","10.18","39563104.08","n/a","2002","n/a","n/a","https://www.nasdaq.com/symbol/eia",
"CEV","Eaton Vance California Municipal Income Trust","11.06","78897339.5","n/a","1999","n/a","n/a","https://www.nasdaq.com/symbol/cev",
"ETV","Eaton Vance Corporation","14.26","1025431637.52","n/a","2005","n/a","n/a","https://www.nasdaq.com/symbol/etv",
"ETW","Eaton Vance Corporation","10.01","1074222239.09","n/a","2005","n/a","n/a","https://www.nasdaq.com/symbol/etw",
"EV","Eaton Vance Corporation","34.95","4087429761","n/a","n/a","Finance","Investment Managers","https://www.nasdaq.com/symbol/ev",
"EOI","Eaton Vance Enhance Equity Income Fund","13.23","518259438.27","n/a","2004","n/a","n/a","https://www.nasdaq.com/symbol/eoi",
"EOS","Eaton Vance Enhanced Equity Income Fund II","14.74","702939780.84","n/a","2005","n/a","n/a","https://www.nasdaq.com/symbol/eos",
"EFT","Eaton Vance Floating Rate Income Trust","13.08","521417065.2","n/a","2004","n/a","n/a","https://www.nasdaq.com/symbol/eft",
"EFL","Eaton Vance Floating-Rate 2022 Target Term Trust","8.68","204949903.2","n/a","2017","n/a","n/a","https://www.nasdaq.com/symbol/efl",
"EFF","Eaton vance Floating-Rate Income Plus Fund","14.59","110977696.98","n/a","2013","n/a","n/a","https://www.nasdaq.com/symbol/eff",
"EHT","Eaton Vance High Income 2021 Target Term Trust","9.23","198084670.03","n/a","2016","n/a","n/a","https://www.nasdaq.com/symbol/eht",
"EVV","Eaton Vance Limited Duration Income Fund","11.88","1379826573.84","n/a","2003","n/a","n/a","https://www.nasdaq.com/symbol/evv",
"MAB","Eaton Vance Massachusetts Municipal Bond Fund","12.28","21717351.92","n/a","2002","n/a","n/a","https://www.nasdaq.com/symbol/mab",
"MMV","Eaton Vance Massachusetts Municipal Income Trust","12.25","33528507.25","n/a","1999","n/a","n/a","https://www.nasdaq.com/symbol/mmv",
"MIW","Eaton Vance Michigan Municipal Bond Fund","12.55","18825815.75","n/a","2002","n/a","n/a","https://www.nasdaq.com/symbol/miw",
"EMI","Eaton Vance Michigan Municipal Income Trust","12.35","24860463.55","n/a","1999","n/a","n/a","https://www.nasdaq.com/symbol/emi",
"EIM","Eaton Vance Municipal Bond Fund","11.19","762802717.5","n/a","2002","n/a","n/a","https://www.nasdaq.com/symbol/eim",
"EIV","Eaton Vance Municipal Bond Fund II","11.35","113651874.35","n/a","2002","n/a","n/a","https://www.nasdaq.com/symbol/eiv",
"ETX           ","Eaton Vance Municipal Income 2028 Term Trust","19.22","208226577.78","n/a","2013","n/a","n/a","https://www.nasdaq.com/symbol/etx",
"EOT","Eaton Vance Municipal Income Trust","19.08","290513396.52","n/a","2009","n/a","n/a","https://www.nasdaq.com/symbol/eot",
